id,trigger,conditions,script,text,options,notes
relLevelFavorablePirates,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == pirates",FireAll RelLevelMoreDescription,"Vous avez côtoyé des pirates, des contrebandiers et d'autres criminels assez souvent et savez comment agir pour qu'ils vous traitent comme l'un des leurs. Les avantages de cette camaraderie sont pour le moins douteux, bien sûr, car ils sont connus pour se tirer dessus si suffisamment de crédits sont en jeu.",,
relLevelNeutralPirates,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == pirates",FireAll RelLevelMoreDescription,"Vous côtoyez des pirates, des contrebandiers et des criminels depuis assez longtemps pour savoir comment faire affaire avec eux. Cela ne veut pas dire qu’ils n’attaqueront pas si l’occasion se présente, bien sûr.",,
relLevelSuspiciousPirates,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == pirates",FireAll RelLevelMoreDescription,"Les pirates ne se méfient généralement que de vous, ce qui est bien meilleur que la haine qu'ils éprouvent envers la plupart des capitaines spatiaux « légitimes ». Cela ne veut pas dire qu'ils ne vous attaqueront pas si les crédits sont bons, bien sûr. Après tout, les pirates restent des pirates. ",,
relLevelInhospitablePirates,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == pirates",FireAll RelLevelMoreDescription,"Les pirates garderont leurs armes au chaud autour de votre $shipOrFleet et vous considéreront avec méfiance. C'est plus que ce qu'on peut dire de la façon dont ils perçoivent leurs semblables la plupart du temps, donc ce n'est pas comme si l'hostilité était insurmontable si un grand nombre de crédits ou une intimidation suffisante était en jeu.",,
relLevelHostilePirates,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == pirates",FireAll RelLevelMoreDescription,"Même si vous n'êtes pas totalement méprisé, les pirates sont plus que disposés à attaquer s'ils pensent que vous avez des crédits ou des marchandises à piller.
Ou s'ils s'ennuient.",,
relLevelHostilePiratesFleet,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == pirates
$player.fleetPoints >= 120",FireAll RelLevelMoreDescription,"De nombreux pirates vous craignent, mais rares sont ceux qui respectent autre chose que votre puissante flotte. Les bases pirates ne sont pas disposées à commercer ouvertement avec vous pour éviter d'être considérées comme des « collaborateurs ». Les pirates vous attaqueront s'ils vous attrapent dans un moment de faiblesse. ",,
relLevelVengefulPirates,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == pirates",FireAll RelLevelMoreDescription,Vous êtes méprisé comme une simple proie et méprisé comme un laquais au service des grosses et riches factions du secteur perséen.,,
relLevelVengefulPiratesFleet,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == pirates
$player.fleetPoints >= 120",FireAll RelLevelMoreDescription,"Vous êtes détesté par les pirates ; ils utilisent un holo de votre visage pour s'entraîner à la cible. Il ne fait aucun doute qu'un jeune pirate impétueux rassemble une flotte de tueurs pour vous tendre une embuscade afin d'assurer l'immortalité de son nom, voire de sa personne, dans les ombres anarchiques du secteur perséen.",,
relLevelPiratesKantasProtection,RelLevelMoreDescription,"$faction.id == pirates
$player.kantaProtection
$player.everHadKantaProtection",,Vous avez payé le seigneur de guerre Kanta pour vous assurer que les pirates – pour la plupart – n'attaquent pas vos colonies.,,
relLevelPiratesKantasProtectionNo,RelLevelMoreDescription,"$faction.id == pirates
!$player.kantaProtection
$player.everHadKantaProtection",,"Vous aviez, et vous avez perdu, la protection du seigneur de guerre Kanta sur vos propriétés.",,
relLevelPiratesKilledLoke,RelLevelMoreDescription,"$faction.id == pirates
$global.murderedCloneLoke",,C'est vous qui avez espacé le clone de Loke de Kanta.,,
relLevelCooperativeDiktat,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Vous êtes considéré comme un exemple de l’idéal d’Andradan. Les agents de patrouille savent que leur carrière, et peut-être leur vie, dépendent de leur capacité à rendre votre vie aussi agréable que possible. Une version holo assez grandiose de vous est présentée dans des segments de propagande vantant votre incarnation des valeurs que l'Exécuteur suprême forge chez les dignes.",,
relLevelFriendlyDiktat,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Vous avez été signalé pour un traitement officiel en tant que partisan de confiance du Mouvement Andradan, ami et allié de l'autorité du Diktat Sindrien. Les fonctionnaires mineurs savent que leur carrière, voire leur vie, dépend de la facilitation de vos affaires grâce à des volumes contrôlés par le Diktat.",,
relLevelWelcomingDiktat,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Votre nom est bien connu parmi certains des hauts fonctionnaires des différents ministères du Diktat sindrien, et il est clair qu'une sorte de note officielle est jointe à votre dossier. Les commandants de patrouille locaux et les agents des autorités portuaires savent ce qui est bon pour leur carrière et se font un devoir de vous traiter poliment et efficacement.",,
relLevelFavorableDiktat,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Vous avez été signalé comme une quantité connue dans les registres tenus par l'appareil de sécurité du Sindrian Diktat. Les fonctionnaires ont tendance à vous considérer favorablement, mais ne font pas tout leur possible pour vous faciliter la vie. Au mieux, vous pourriez vous voir vendre du matériel militaire excédentaire de mauvaise qualité, ou éviter d’être la cible d’une enquête si un bouc émissaire plus pratique est disponible.",,
relLevelNeutralDiktat,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Vous n’êtes généralement pas bien connu de l’appareil de sécurité du Sindrian Diktat. Si vous gardez la tête baissée et la bouche fermée, tout ira probablement bien, à moins qu'un officier de la Garde du Lion veuille faire de quelqu'un un exemple.",,
relLevelSuspiciousDiktat,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Bien que vous n’ayez pas été déclaré ennemi d’État, il est clair que vous avez été signalé par l’appareil de sécurité du Sindrian Diktat. Les responsables du port vous considèrent avec méfiance, répondent lentement aux demandes procédurales et vous ciblent pour des inspections et des contrôles inutiles.",,
relLevelInhospitableDiktat,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"L'appareil de sécurité du Sindrian Diktat vous a signalé comme terroriste présumé, mais n'a pas encore émis d'ordre de tirer à vue. Les ports contrôlés par Diktat refuseront de faire du commerce avec vous, et les patrouilles semblent se donner pour mission de vous rendre la vie misérable.",,
relLevelHostileDiktat,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,"Vous avez rejoint les rangs des ennemis déclarés de l’État. La marine Sindrian Diktat est autorisée à engager votre flotte, et il est interdit aux commerçants de traiter avec vous de peur d'être déclarés partisans du terrorisme.",,
relLevelVengefulDiktat,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == sindrian_diktat",FireAll RelLevelMoreDescription,Vous avez été déclaré ennemi d’État par le Diktat Sindrien et considéré comme un terroriste dérangé contre le mouvement Andradan. Des holos modifiés de manière peu charitable vous représentant en train de commettre des crimes et des actes sordides sont apparus dans les émissions de propagande officielle.,,
relLevelDiktatSDTU,RelLevelMoreDescription,"$global.sdtu_missionCompleted
$faction.id == sindrian_diktat",,Des rumeurs courent selon lesquelles vous êtes un agent double ou triple travaillant pour – ou contre ? - Dolos Macario.,,
relLevelCooperativeTriTachyon,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,Le conseil d'administration vous considère comme un exemple des valeurs fondamentales de l'entreprise ainsi qu'un partenaire stratégique clé. Les VP utilisent des méthodes de management basées sur les synergies axées sur la croissance que vous inspirez. Un vaste capital d’investissement et une expertise technique sont mis à disposition via vos connexions Tri-Tachyon.,,
relLevelFriendlyTriTachyon,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == tritachyon",FireAll RelLevelMoreDescription,Un holo souriant de vous apparaît dans le rapport d'entreprise trimestriel de Tri-Tachyon comme exemple de partenaire clé dans diverses entreprises. Vous bénéficiez d'avantages spéciaux et d'un accès prioritaire aux installations détenues ou exploitées par Tri-Tachyon et ses filiales.,,
relLevelWelcomingTriTachyon,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == tritachyon",FireAll RelLevelMoreDescription,"La base de données intelligente du service client et client de Tri-Tachyon vous attribue un amarrage prioritaire et une composition de fruits et de fleurs gratuite dans chaque port contrôlé par Tri-Tachyon ou l'une de ses filiales. Même si cela est automatisé par un système d'IA secondaire techniquement non sensible, c'est un signe que la société Tri-Tachyon apprécie votre relation commerciale continue.",,
relLevelFavorableTriTachyon,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,"En raison de votre statut de partenaire apprécié, les frais standard de commodité d'oxygène et d'agrav ont été supprimés pour vos visites à Tri-Tachyon ou dans des installations appartenant à des filiales.",,
relLevelNeutralTriTachyon,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == tritachyon",FireAll RelLevelMoreDescription,"La base de données intelligente Tri-Tachyon Customer and Client Service, un système d'IA sub-gamma équivalent certifié par domaine dédié au suivi de la concurrence potentielle, n'a pas marqué votre profil pour un traitement spécial ou une mise en garde.",,
relLevelSuspiciousTriTachyon,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == tritachyon",FireAll RelLevelMoreDescription,"Votre profil dans la base de données intelligente du service client et client de Tri-Tachyon a été étiqueté de manière algorithmique comme « risque potentiel », ce qui entraîne de petits « frais de sécurité » supplémentaires et des retards lors de l'accostage dans des installations détenues ou exploitées par Tri-Tachyon ou ses filiales.",,
relLevelInhospitableTriTachyon,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == tritachyon",FireAll RelLevelMoreDescription,"Une sous-IA Tri-Tachyon (prétendue) suit vos mouvements à travers le secteur, et lorsqu'il est amarré dans une installation en propriété exclusive ou une filiale, vous êtes suivi par un drone de sécurité indiscret. Les employés de l'entreprise vous traitent avec méfiance et effectuent des contrôles supplémentaires pour éviter tout risque pour leur prime trimestrielle.  ",,
